tweet,label,negation_flag,intensifier_flag,annotated_tweet,text
احنا ناخد الاسبوع ده اكتئاب والاسبوع الجاي ناخده اكتئاب برده يعني مفيهاش حاجه,1,0,0,احنا ناخد الاسبوع اكتئاب والاسبوع الجاي ناخده اكتئاب برده يعني مفيهاش حاجه,احنا ناخد الاسبوع ده اكتئاب والاسبوع الجاي ناخده اكتئاب برده يعني مفيهاش حاجه
انا واحد مش فاهمنى ومخنوق ومكتئب ومش عارف مكتئب ليه,1,0,0,انا واحد فاهمني ومخنوق ومكتئب ومش عارف مكتئب ليه,انا واحد مش فاهمني ومخنوق ومكتئب ومش عارف مكتئب ليه
احس ابغى ابكي او شي,1,0,0,احس ابغي ابكي,احس ابغي ابكي او شي
"هاتف مغلق عزلة بحر صوت الأمواج هدوء ذهن يخلو من أي شيء_x000D_
هكذا تكون أقصا أمانينا أحيانا",1,0,0,هاتف مغلق عزله بحر صوت الامواج هدوء ذهن يخلو شيء هكذا تكون اقصا امانينا احيانا,هاتف مغلق عزله بحر صوت الامواج هدوء ذهن يخلو من اي شيء_x<NUM>D_هكذا تكون اقصا امانينا احيانا
"ام الوايجي انا معي اكتئاب بسب نقص فيتامين دال مكن تسالي البنات افضل حبوب لنقص الفيتامين ايش هي — _x000D_
بسأل لك بس اسأ",1,0,0,الوايجي انا معي اكتئاب بسب نقص فيتامين دال مكن تسالي البنات افضل حبوب لنقص الفيتامين ايش بسال اسا,ام الوايجي انا معي اكتئاب بسب نقص فيتامين دال مكن تسالي البنات افضل حبوب لنقص الفيتامين ايش هي - _x<NUM>D_بسال لك بس اسا
شكله تأثير بروزاك .. توي أذكر اني مدبلتهم اليوم .. وأنا أقول وش هالشعور الحلو والحين بس أتبوسم وأضحك بدون سبب,1,1,0,شكله تاثير بروزاك توي اذكر اني مدبلتهم اليوم وانا اقول هالشعور الحلو والحين اتبوسم واضحك بدون سبب,شكله تاثير بروزاك .. توي اذكر اني مدبلتهم اليوم .. وانا اقول وش هالشعور الحلو والحين بس اتبوسم واضحك بدون سبب
الاكتئاب بدا يعمل عمايلو,1,0,0,الاكتئاب بدا يعمل عمايلو,الاكتئاب بدا يعمل عمايلو
في لحظة حُزن بتحس بيها لما تعب جدا وتسعى بشدة علشان توصل لحاجة ومتجيش لحظة الزعل دي بتكون فيها كمية طاقة انك عا,1,0,1,لحظه حزن بتحس بيها لما تعب جدا وتسعي بشده علشان توصل لحاجه ومتجيش لحظه الزعل بتكون فيها كميه طاقه انك,في لحظه حزن بتحس بيها لما تعب جدا وتسعي بشده علشان توصل لحاجه ومتجيش لحظه الزعل دي بتكون فيها كميه طاقه انك عا
لي ساعه ابكي مو قاده اوقف,1,0,0,ساعه ابكي قاده اوقف,لي ساعه ابكي مو قاده اوقف
فُقدان الشغف أسوء من الاكتئاب 💔😊,1,0,0,فقدان الشغف اسوء الاكتئاب,فقدان الشغف اسوء من الاكتئاب 💔😊
كيف أتخلص من عقدة الانتقاد صاير كل ما اتابع شيء مو قادر استمتع فيه بسب افكار المستحنكين الي زرعوها في راسي مو قادرة,1,1,0,اتخلص عقده الانتقاد صاير اتابع شيء قادر استمتع فيه بسب افكار المستحنكين الي زرعوها راسي قادره,كيف اتخلص من عقده الانتقاد صاير كل ما اتابع شيء مو قادر استمتع فيه بسب افكار المستحنكين الي زرعوها في راسي مو قادره
ناس تلاقيها مبسوطه وناس تلاقيها حزينه وناس بدارى وراه الضحكه حزن عشان تكمل حياتها وناس تلاقيها حزينه ومستنيه فرحه ك,1,0,0,ناس تلاقيها مبسوطه وناس تلاقيها حزينه وناس بداري وراه الضحكه حزن عشان تكمل حياتها وناس تلاقيها حزينه ومستنيه فرحه,ناس تلاقيها مبسوطه وناس تلاقيها حزينه وناس بداري وراه الضحكه حزن عشان تكمل حياتها وناس تلاقيها حزينه ومستنيه فرحه ك
اله يبشرك بالخير انا شخصيا اصبح عندي اكتئاب بسب الملف هذا,1,0,0,اله يبشرك بالخير انا شخصيا اصبح عندي اكتئاب بسب الملف,اله يبشرك بالخير انا شخصيا اصبح عندي اكتئاب بسب الملف هذا
في مود كآبه مسيطر عليا ومش عايزه استستلم,1,0,0,مود كابه مسيطر عليا ومش عايزه استستلم,في مود كابه مسيطر عليا ومش عايزه استستلم
صديقتي فيها اكتئاب وخوف واكبر خوف مسب لها ازمة ان عمرها يكون طويل مدري وش اسوي كل ماتكلمت اقعد ابكي ,1,0,0,صديقتي فيها اكتئاب وخوف واكبر خوف مسب لها ازمه عمرها طويل مدري اسوي ماتكلمت اقعد ابكي,صديقتي فيها اكتئاب وخوف واكبر خوف مسب لها ازمه ان عمرها يكون طويل مدري وش اسوي كل ماتكلمت اقعد ابكي
وش دعوه ليه ابكي ماقدر😭,1,0,0,دعوه ليه ابكي ماقدر😭,وش دعوه ليه ابكي ماقدر😭
الاكتئاب بقي جزء منا😂😇😔😪😓,1,0,0,الاكتئاب بقي جزء منا😂😇😔😪😓,الاكتئاب بقي جزء منا😂😇😔😪😓
اقوى حزن,1,0,0,اقوي حزن,اقوي حزن
احس نفسي ابكي بس تعبت من النكد 😔💔,1,0,0,احس نفسي ابكي تعبت النكد,احس نفسي ابكي بس تعبت من النكد 😔💔
قاعده ابكي شفت صوري بداية 2018 كان شعري حلو وبشرتي حتى عيوني فيها لمعه لاني وقتها كنت مرتاحه نفسيا 😭,1,0,0,قاعده ابكي شفت صوري بدايه شعري حلو وبشرتي حتي عيوني فيها لمعه لاني وقتها كنت مرتاحه نفسيا,قاعده ابكي شفت صوري بدايه <NUM> كان شعري حلو وبشرتي حتي عيوني فيها لمعه لاني وقتها كنت مرتاحه نفسيا 😭
حسبى اله ونعم الوكيل فالى خلى الإنسان يخاف يطلع من البيت عشان مايرجعش مكتئب,1,0,0,حسبي اله ونعم الوكيل فالي خلي الانسان يخاف يطلع البيت عشان مايرجعش مكتئب,حسبي اله ونعم الوكيل فالي خلي الانسان يخاف يطلع من البيت عشان مايرجعش مكتئب
اكتئاب ما بعد الاجازة,1,1,0,اكتئاب الاجازه,اكتئاب ما بعد الاجازه
أشعر بأن هناك نوعاً من الركود في روحي كل شيء أصبح باهتاً .,1,0,0,اشعر بان نوعا الركود روحي شيء اصبح باهتا,اشعر بان هناك نوعا من الركود في روحي كل شيء اصبح باهتا .
"طب انا مكتئب _x000D_
الفديو ده إيه 😂🤔",1,0,0,انا مكتئب الفديو ايه,طب انا مكتئب _x<NUM>D_الفديو ده ايه 😂🤔
ده اكتئاب صح😒,1,0,0,اكتئاب صح😒,ده اكتئاب صح😒
اليوم جلست اتأمل آخر محاولة انتحار لي لحظه اجى بالي اني بهذيك الفتره كان عندي اشياء اتمسك فيها او اتمسك بالحياه ,1,0,0,اليوم جلست اتامل اخر محاوله انتحار لحظه اجي بالي اني بهذيك الفتره عندي اشياء اتمسك فيها اتمسك بالحياه,اليوم جلست اتامل اخر محاوله انتحار لي لحظه اجي بالي اني بهذيك الفتره كان عندي اشياء اتمسك فيها او اتمسك بالحياه
اريد طبيب نفسي عيادته في الخرطوم اعاني من نوبات هلع,1,0,0,اريد طبيب نفسي عيادته الخرطوم اعاني نوبات هلع,اريد طبيب نفسي عيادته في الخرطوم اعاني من نوبات هلع
يارب احميني من نفسي بجد انا عندي طاقة اكتئاب رهيبة و كل العوامل الي تساعدني عليه كمان,1,0,0,يارب احميني نفسي بجد انا عندي طاقه اكتئاب رهيبه العوامل الي تساعدني عليه كمان,يارب احميني من نفسي بجد انا عندي طاقه اكتئاب رهيبه و كل العوامل الي تساعدني عليه كمان
سويلي وطرشيلي داخله ف اكتئاب بسبه امتحان اليوم,1,0,0,سويلي وطرشيلي داخله اكتئاب بسبه امتحان اليوم,سويلي وطرشيلي داخله ف اكتئاب بسبه امتحان اليوم
عزلة لترتيب ماتبعثر من أوراق الحياة استودعكم اله الذي لاتضيع ودائعه  وفي حفظ اله ورعايته,1,0,0,عزله لترتيب ماتبعثر اوراق الحياه استودعكم اله الذي لاتضيع ودائعه وفي حفظ اله ورعايته,عزله لترتيب ماتبعثر من اوراق الحياه استودعكم اله الذي لاتضيع ودائعه وفي حفظ اله ورعايته
التويكستور جابلي اكتئاب,1,0,0,التويكستور جابلي اكتئاب,التويكستور جابلي اكتئاب
اهلي هم السب الوحيد لامراضي النفسيه مثل الرهاب الاجتماعي واضطراب مابعد الصدمه الاشخاص الي المفروض يكونون مصدر الدعم,1,0,0,اهلي السب الوحيد لامراضي النفسيه مثل الرهاب الاجتماعي واضطراب مابعد الصدمه الاشخاص الي المفروض يكونون مصدر الدعم,اهلي هم السب الوحيد لامراضي النفسيه مثل الرهاب الاجتماعي واضطراب مابعد الصدمه الاشخاص الي المفروض يكونون مصدر الدعم
اكتئاب ما بعد السعاده,1,1,0,اكتئاب السعاده,اكتئاب ما بعد السعاده
حزن الصاحب معدي ي جماعه,1,0,0,حزن الصاحب معدي جماعه,حزن الصاحب معدي ي جماعه
"كلنا ك صحاب بلا استثناء عندنا مصايب _x000D_
واله مش مجرد خنقة و اكتئاب دي بلاوي فعلآ _x000D_
 و كلنا بنطبطب ع بعض واله _x000D_
الي بأ",1,0,0,كلنا صحاب بلا استثناء عندنا مصايب واله مجرد خنقه اكتئاب بلاوي فعلا كلنا بنطبطب بعض واله الي,كلنا ك صحاب بلا استثناء عندنا مصايب _x<NUM>D_واله مش مجرد خنقه و اكتئاب دي بلاوي فعلا _x<NUM>D_ و كلنا بنطبطب ع بعض واله _x<NUM>D_الي با
